function,qualname,url,signature,summary
minimum_node_cut,networkx.algorithms.connectivity.cuts.minimum_node_cut,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.connectivity.cuts.minimum_node_cut.html,"minimum_node_cut ( G , s = None , t = None , flow_func = None ) [source] # Returns a set of nodes of minimum cardinality that disconnects G. If source and target nodes are provided, this function returns the
set of nodes of minimum cardinality that, if removed, would destroy
all paths among source and target in G. If not, it returns a set
of nodes of minimum cardinality that disconnects G. Parameters : G NetworkX graph s node Source node. Optional. Default value: None. t node Target node. Optional. Default value: None. flow_func function A function for computing the maximum flow among a pair of nodes.
The function has to accept at least three parameters: a Digraph,
a source node, and a target node. And return a residual network
that follows NetworkX conventions (see maximum_flow() for
details). If flow_func is None, the default maximum flow function
( edmonds_karp() ) is used. See below for details. The
choice of the default function may change from version
to version and should not be relied on. Default value: None. Returns : cutset set Set of nodes that, if removed, would disconnect G. If source
and target nodes are provided, the set contains the nodes that
if removed, would destroy all paths between source and target. See also minimum_st_node_cut() minimum_cut() minimum_edge_cut() stoer_wagner() node_connectivity() edge_connectivity() maximum_flow() edmonds_karp() preflow_push() shortest_augmenting_path() Notes This is a flow based implementation of minimum node cut. The algorithm
is based in solving a number of maximum flow computations to determine
the capacity of the minimum cut on an auxiliary directed network that
corresponds to the minimum node cut of G. It handles both directed
and undirected graphs. This implementation is based on algorithm 11
in [1] . References [ 1 ] Abdol-Hossein Esfahanian. Connectivity Algorithms. http://www.cse.msu.edu/~cse835/Papers/Graph_connectivity_revised.pdf Examples >>> # Platonic icosahedral graph has node connectivity 5 >>> G = nx . icosahedral_graph () >>> node_cut = nx . minimum_node_cut ( G ) >>> len ( node_cut ) 5 You can use alternative flow algorithms for the underlying maximum
flow computation. In dense networks the algorithm shortest_augmenting_path() will usually perform better
than the default edmonds_karp() , which is faster for
sparse networks with highly skewed degree distributions. Alternative
flow functions have to be explicitly imported from the flow package. >>> from networkx.algorithms.flow import shortest_augmenting_path >>> node_cut == nx . minimum_node_cut ( G , flow_func = shortest_augmenting_path ) True If you specify a pair of nodes (source and target) as parameters,
this function returns a local st node cut. >>> len ( nx . minimum_node_cut ( G , 3 , 7 )) 5 If you need to perform several local st cuts among different
pairs of nodes on the same graph, it is recommended that you reuse
the data structures used in the maximum flow computations. See minimum_st_node_cut() for details.",Returns a set of nodes of minimum cardinality that disconnects G.
bridges,networkx.algorithms.bridges.bridges,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.bridges.bridges.html,"bridges ( G , root = None ) [source] # Generate all bridges in a graph. A bridge in a graph is an edge whose removal causes the number of
connected components of the graph to increase.  Equivalently, a bridge is an
edge that does not belong to any cycle. Bridges are also known as cut-edges,
isthmuses, or cut arcs. Parameters : G undirected graph root node (optional) A node in the graph G . If specified, only the bridges in the
connected component containing this node will be returned. Yields : e edge An edge in the graph whose removal disconnects the graph (or
causes the number of connected components to increase). Raises : NodeNotFound If root is not in the graph G . NetworkXNotImplemented If G is a directed graph. Notes This is an implementation of the algorithm described in [1] .  An edge is a
bridge if and only if it is not contained in any chain. Chains are found
using the networkx.chain_decomposition() function. The algorithm described in [1] requires a simple graph. If the provided
graph is a multigraph, we convert it to a simple graph and verify that any
bridges discovered by the chain decomposition algorithm are not multi-edges. Ignoring polylogarithmic factors, the worst-case time complexity is the
same as the networkx.chain_decomposition() function, \(O(m + n)\) , where \(n\) is the number of nodes in the graph and \(m\) is
the number of edges. References [ 1 ] ( 1 , 2 ) https://en.wikipedia.org/wiki/Bridge_%28graph_theory%29#Bridge-Finding_with_Chain_Decompositions Examples The barbell graph with parameter zero has a single bridge: >>> G = nx . barbell_graph ( 10 , 0 ) >>> list ( nx . bridges ( G )) [(9, 10)]",Generate all bridges in a graph.
astar_path,networkx.algorithms.shortest_paths.astar.astar_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.astar.astar_path.html,"astar_path ( G , source , target , heuristic = None , weight = 'weight' , * , cutoff = None ) [source] # Returns a list of nodes in a shortest path between source and target
using the A* (“A-star”) algorithm. There may be more than one shortest path.  This returns only one. Parameters : G NetworkX graph source node Starting node for path target node Ending node for path heuristic function A function to evaluate the estimate of the distance
from the a node to the target.  The function takes
two nodes arguments and must return a number.
If the heuristic is inadmissible (if it might
overestimate the cost of reaching the goal from a node),
the result may not be a shortest path.
The algorithm does not support updating heuristic
values for the same node due to caching the first
heuristic calculation per node. weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one.
If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number or None to indicate a hidden edge. cutoff float, optional If this is provided, the search will be bounded to this value. I.e. if
the evaluation function surpasses this value for a node n, the node will not
be expanded further and will be ignored. More formally, let h’(n) be the
heuristic function, and g(n) be the cost of reaching n from the source node. Then,
if g(n) + h’(n) > cutoff, the node will not be explored further.
Note that if the heuristic is inadmissible, it is possible that paths
are ignored even though they satisfy the cutoff. Raises : NetworkXNoPath If no path exists between source and target. See also shortest_path , dijkstra_path Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. The weight function can be used to hide edges by returning None.
So weight = lambda u, v, d: 1 if d['color']==""red"" else None will find the shortest red path. Examples >>> G = nx . path_graph ( 5 ) >>> print ( nx . astar_path ( G , 0 , 4 )) [0, 1, 2, 3, 4] >>> G = nx . grid_graph ( dim = [ 3 , 3 ]) # nodes are two-tuples (x,y) >>> nx . set_edge_attributes ( G , { e : e [ 1 ][ 0 ] * 2 for e in G . edges ()}, ""cost"" ) >>> def dist ( a , b ): ... ( x1 , y1 ) = a ... ( x2 , y2 ) = b ... return (( x1 - x2 ) ** 2 + ( y1 - y2 ) ** 2 ) ** 0.5 >>> print ( nx . astar_path ( G , ( 0 , 0 ), ( 2 , 2 ), heuristic = dist , weight = ""cost"" )) [(0, 0), (0, 1), (0, 2), (1, 2), (2, 2)]","Returns a list of nodes in a shortest path between source and target
using the A* (“A-star”) algorithm."
adamic_adar_index,networkx.algorithms.link_prediction.adamic_adar_index,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.link_prediction.adamic_adar_index.html,"adamic_adar_index ( G , ebunch = None ) [source] # Compute the Adamic-Adar index of all node pairs in ebunch. Adamic-Adar index of u and v is defined as \[\sum_{w \in \Gamma(u) \cap \Gamma(v)} \frac{1}{\log |\Gamma(w)|}\] where \(\Gamma(u)\) denotes the set of neighbors of \(u\) .
This index leads to zero-division for nodes only connected via self-loops.
It is intended to be used when no self-loops are present. Parameters : G graph NetworkX undirected graph. ebunch iterable of node pairs, optional (default = None) Adamic-Adar index will be computed for each pair of nodes given
in the iterable. The pairs must be given as 2-tuples (u, v)
where u and v are nodes in the graph. If ebunch is None then all
nonexistent edges in the graph will be used.
Default value: None. Returns : piter iterator An iterator of 3-tuples in the form (u, v, p) where (u, v) is a
pair of nodes and p is their Adamic-Adar index. Raises : NetworkXNotImplemented If G is a DiGraph , a Multigraph or a MultiDiGraph . NodeNotFound If ebunch has a node that is not in G . References [ 1 ] D. Liben-Nowell, J. Kleinberg.
The Link Prediction Problem for Social Networks (2004). http://www.cs.cornell.edu/home/kleinber/link-pred.pdf Examples >>> G = nx . complete_graph ( 5 ) >>> preds = nx . adamic_adar_index ( G , [( 0 , 1 ), ( 2 , 3 )]) >>> for u , v , p in preds : ... print ( f ""( { u } , { v } ) -> { p : .8f } "" ) (0, 1) -> 2.16404256 (2, 3) -> 2.16404256",Compute the Adamic-Adar index of all node pairs in ebunch.
dfs_edges,networkx.algorithms.traversal.depth_first_search.dfs_edges,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.traversal.depth_first_search.dfs_edges.html,"dfs_edges ( G , source = None , depth_limit = None , * , sort_neighbors = None ) [source] # Iterate over edges in a depth-first-search (DFS). Perform a depth-first-search over the nodes of G and yield
the edges in order. This may not generate all edges in G (see edge_dfs ). Parameters : G NetworkX graph source node, optional Specify starting node for depth-first search and yield edges in
the component reachable from source. depth_limit int, optional (default=len(G)) Specify the maximum search depth. sort_neighbors function (default=None) A function that takes an iterator over nodes as the input, and
returns an iterable of the same nodes with a custom ordering.
For example, sorted will sort the nodes in increasing order. Yields : edge: 2-tuple of nodes Yields edges resulting from the depth-first-search. See also dfs_preorder_nodes dfs_postorder_nodes dfs_labeled_edges edge_dfs() bfs_edges() Notes If a source is not specified then a source is chosen arbitrarily and
repeatedly until all components in the graph are searched. The implementation of this function is adapted from David Eppstein’s
depth-first search function in PADS [1] , with modifications
to allow depth limits based on the Wikipedia article
“Depth-limited search” [2] . References [ 1 ] http://www.ics.uci.edu/~eppstein/PADS [ 2 ] https://en.wikipedia.org/wiki/Depth-limited_search Examples >>> G = nx . path_graph ( 5 ) >>> list ( nx . dfs_edges ( G , source = 0 )) [(0, 1), (1, 2), (2, 3), (3, 4)] >>> list ( nx . dfs_edges ( G , source = 0 , depth_limit = 2 )) [(0, 1), (1, 2)]",Iterate over edges in a depth-first-search (DFS).
recursive_simple_cycles,networkx.algorithms.cycles.recursive_simple_cycles,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.cycles.recursive_simple_cycles.html,"recursive_simple_cycles ( G ) [source] # Find simple cycles (elementary circuits) of a directed graph. A simple cycle , or elementary circuit , is a closed path where
no node appears twice. Two elementary circuits are distinct if they
are not cyclic permutations of each other. This version uses a recursive algorithm to build a list of cycles.
You should probably use the iterator version called simple_cycles().
Warning: This recursive version uses lots of RAM!
It appears in NetworkX for pedagogical value. Parameters : G NetworkX DiGraph A directed graph Returns : A list of cycles, where each cycle is represented by a list of nodes along the cycle. Example: >>> edges = [( 0 , 0 ), ( 0 , 1 ), ( 0 , 2 ), ( 1 , 2 ), ( 2 , 0 ), ( 2 , 1 ), ( 2 , 2 )] .. >>> G = nx . DiGraph ( edges ) .. >>> nx . recursive_simple_cycles ( G ) .. [[0], [2], [0, 1, 2], [0, 2], [1, 2]] See also simple_cycles , cycle_basis Notes The implementation follows pp. 79-80 in [1] . The time complexity is \(O((n+e)(c+1))\) for \(n\) nodes, \(e\) edges and \(c\) elementary circuits. References [ 1 ] Finding all the elementary circuits of a directed graph.
D. B. Johnson, SIAM Journal on Computing 4, no. 1, 77-84, 1975. https://doi.org/10.1137/0204007",Find simple cycles (elementary circuits) of a directed graph.
single_source_dijkstra_path,networkx.algorithms.shortest_paths.weighted.single_source_dijkstra_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.single_source_dijkstra_path.html,"single_source_dijkstra_path ( G , source , cutoff = None , weight = 'weight' ) [source] # Find shortest weighted paths in G from a source node. Compute shortest path between source and all other reachable
nodes for a weighted graph. Parameters : G NetworkX graph source node Starting node for path. cutoff integer or float, optional Length (sum of edge weights) at which the search is stopped.
If cutoff is provided, only return paths with summed weight <= cutoff. weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number or None to indicate a hidden edge. Returns : paths dictionary Dictionary of shortest path lengths keyed by target. Raises : NodeNotFound If source is not in G . See also single_source_dijkstra , single_source_bellman_ford Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. The weight function can be used to hide edges by returning None.
So weight = lambda u, v, d: 1 if d['color']==""red"" else None will find the shortest red path. Examples >>> G = nx . path_graph ( 5 ) >>> path = nx . single_source_dijkstra_path ( G , 0 ) >>> path [ 4 ] [0, 1, 2, 3, 4] ---- Additional backends implement this function cugraph GPU-accelerated backend. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values.",Find shortest weighted paths in G from a source node.
is_simple_path,networkx.algorithms.simple_paths.is_simple_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.simple_paths.is_simple_path.html,"is_simple_path ( G , nodes ) [source] # Returns True if and only if nodes form a simple path in G . A simple path in a graph is a nonempty sequence of nodes in which
no node appears more than once in the sequence, and each adjacent
pair of nodes in the sequence is adjacent in the graph. Parameters : G graph A NetworkX graph. nodes list A list of one or more nodes in the graph G . Returns : bool Whether the given list of nodes represents a simple path in G . Notes An empty list of nodes is not a path but a list of one node is a
path. Here’s an explanation why. This function operates on node paths . One could also consider edge paths . There is a bijection between node paths and edge
paths. The length of a path is the number of edges in the path, so a list
of nodes of length n corresponds to a path of length n - 1.
Thus the smallest edge path would be a list of zero edges, the empty
path. This corresponds to a list of one node. To convert between a node path and an edge path, you can use code
like the following: >>> from networkx.utils import pairwise >>> nodes = [ 0 , 1 , 2 , 3 ] >>> edges = list ( pairwise ( nodes )) >>> edges [(0, 1), (1, 2), (2, 3)] >>> nodes = [ edges [ 0 ][ 0 ]] + [ v for u , v in edges ] >>> nodes [0, 1, 2, 3] Examples >>> G = nx . cycle_graph ( 4 ) >>> nx . is_simple_path ( G , [ 2 , 3 , 0 ]) True >>> nx . is_simple_path ( G , [ 0 , 2 ]) False ---- Additional backends implement this function graphblas : OpenMP-enabled sparse linear algebra backend.",Returns True if and only if nodes form a simple path in G .
eccentricity,networkx.algorithms.distance_measures.eccentricity,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.distance_measures.eccentricity.html,"eccentricity ( G , v = None , sp = None , weight = None ) [source] # Returns the eccentricity of nodes in G. The eccentricity of a node v is the maximum distance from v to
all other nodes in G. Parameters : G NetworkX graph A graph v node, optional Return value of specified node sp dict of dicts, optional All pairs shortest path lengths as a dictionary of dictionaries weight string, function, or None (default=None) If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number. If this is None, every edge has weight/distance/cost 1. Weights stored as floating point values can lead to small round-off
errors in distances. Use integer weights to avoid this. Weights should be positive, since they are distances. Returns : ecc dictionary A dictionary of eccentricity values keyed by node. Examples >>> G = nx . Graph ([( 1 , 2 ), ( 1 , 3 ), ( 1 , 4 ), ( 3 , 4 ), ( 3 , 5 ), ( 4 , 5 )]) >>> dict ( nx . eccentricity ( G )) {1: 2, 2: 3, 3: 2, 4: 2, 5: 3} >>> dict ( ... nx . eccentricity ( G , v = [ 1 , 5 ]) ... ) # This returns the eccentricity of node 1 & 5 {1: 2, 5: 3}",Returns the eccentricity of nodes in G.
girth,networkx.algorithms.cycles.girth,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.cycles.girth.html,"girth ( G ) [source] # Returns the girth of the graph. The girth of a graph is the length of its shortest cycle, or infinity if
the graph is acyclic. The algorithm follows the description given on the
Wikipedia page [1] , and runs in time O(mn) on a graph with m edges and n
nodes. Parameters : G NetworkX Graph Returns : int or math.inf References [ 1 ] Wikipedia: Girth Examples All examples below (except P_5) can easily be checked using Wikipedia,
which has a page for each of these famous graphs. >>> nx . girth ( nx . chvatal_graph ()) 4 >>> nx . girth ( nx . tutte_graph ()) 4 >>> nx . girth ( nx . petersen_graph ()) 5 >>> nx . girth ( nx . heawood_graph ()) 6 >>> nx . girth ( nx . pappus_graph ()) 6 >>> nx . girth ( nx . path_graph ( 5 )) inf",Returns the girth of the graph.
dedensify,networkx.algorithms.summarization.dedensify,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.summarization.dedensify.html,"dedensify ( G , threshold , prefix = None , copy = True ) [source] # Compresses neighborhoods around high-degree nodes Reduces the number of edges to high-degree nodes by adding compressor nodes
that summarize multiple edges of the same type to high-degree nodes (nodes
with a degree greater than a given threshold).  Dedensification also has
the added benefit of reducing the number of edges around high-degree nodes.
The implementation currently supports graphs with a single edge type. Parameters : G: graph A networkx graph threshold: int Minimum degree threshold of a node to be considered a high degree node.
The threshold must be greater than or equal to 2. prefix: str or None, optional (default: None) An optional prefix for denoting compressor nodes copy: bool, optional (default: True) Indicates if dedensification should be done inplace Returns : dedensified networkx graph (graph, set) 2-tuple of the dedensified graph and set of compressor nodes Notes According to the algorithm in [1] , removes edges in a graph by
compressing/decompressing the neighborhoods around high degree nodes by
adding compressor nodes that summarize multiple edges of the same type
to high-degree nodes.  Dedensification will only add a compressor node when
doing so will reduce the total number of edges in the given graph. This
implementation currently supports graphs with a single edge type. References [ 1 ] Maccioni, A., & Abadi, D. J. (2016, August).
Scalable pattern matching over compressed graphs via dedensification.
In Proceedings of the 22nd ACM SIGKDD International Conference on
Knowledge Discovery and Data Mining (pp. 1755-1764). http://www.cs.umd.edu/~abadi/papers/graph-dedense.pdf Examples Dedensification will only add compressor nodes when doing so would result
in fewer edges: >>> original_graph = nx . DiGraph () >>> original_graph . add_nodes_from ( ... [ ""1"" , ""2"" , ""3"" , ""4"" , ""5"" , ""6"" , ""A"" , ""B"" , ""C"" ] ... ) >>> original_graph . add_edges_from ( ... [ ... ( ""1"" , ""C"" ), ( ""1"" , ""B"" ), ... ( ""2"" , ""C"" ), ( ""2"" , ""B"" ), ( ""2"" , ""A"" ), ... ( ""3"" , ""B"" ), ( ""3"" , ""A"" ), ( ""3"" , ""6"" ), ... ( ""4"" , ""C"" ), ( ""4"" , ""B"" ), ( ""4"" , ""A"" ), ... ( ""5"" , ""B"" ), ( ""5"" , ""A"" ), ... ( ""6"" , ""5"" ), ... ( ""A"" , ""6"" ) ... ] ... ) >>> c_graph , c_nodes = nx . dedensify ( original_graph , threshold = 2 ) >>> original_graph . number_of_edges () 15 >>> c_graph . number_of_edges () 14 A dedensified, directed graph can be “densified” to reconstruct the
original graph: >>> original_graph = nx . DiGraph () >>> original_graph . add_nodes_from ( ... [ ""1"" , ""2"" , ""3"" , ""4"" , ""5"" , ""6"" , ""A"" , ""B"" , ""C"" ] ... ) >>> original_graph . add_edges_from ( ... [ ... ( ""1"" , ""C"" ), ( ""1"" , ""B"" ), ... ( ""2"" , ""C"" ), ( ""2"" , ""B"" ), ( ""2"" , ""A"" ), ... ( ""3"" , ""B"" ), ( ""3"" , ""A"" ), ( ""3"" , ""6"" ), ... ( ""4"" , ""C"" ), ( ""4"" , ""B"" ), ( ""4"" , ""A"" ), ... ( ""5"" , ""B"" ), ( ""5"" , ""A"" ), ... ( ""6"" , ""5"" ), ... ( ""A"" , ""6"" ) ... ] ... ) >>> c_graph , c_nodes = nx . dedensify ( original_graph , threshold = 2 ) >>> # re-densifies the compressed graph into the original graph >>> for c_node in c_nodes : ... all_neighbors = set ( nx . all_neighbors ( c_graph , c_node )) ... out_neighbors = set ( c_graph . neighbors ( c_node )) ... for out_neighbor in out_neighbors : ... c_graph . remove_edge ( c_node , out_neighbor ) ... in_neighbors = all_neighbors - out_neighbors ... for in_neighbor in in_neighbors : ... c_graph . remove_edge ( in_neighbor , c_node ) ... for out_neighbor in out_neighbors : ... c_graph . add_edge ( in_neighbor , out_neighbor ) ... c_graph . remove_node ( c_node ) ... >>> nx . is_isomorphic ( original_graph , c_graph ) True",Compresses neighborhoods around high-degree nodes
is_chordal,networkx.algorithms.chordal.is_chordal,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.chordal.is_chordal.html,"is_chordal ( G ) [source] # Checks whether G is a chordal graph. A graph is chordal if every cycle of length at least 4 has a chord
(an edge joining two nodes not adjacent in the cycle). Parameters : G graph A NetworkX graph. Returns : chordal bool True if G is a chordal graph and False otherwise. Raises : NetworkXNotImplemented The algorithm does not support DiGraph, MultiGraph and MultiDiGraph. Notes The routine tries to go through every node following maximum cardinality
search. It returns False when it finds that the separator for any node
is not a clique.  Based on the algorithms in [1] . Self loops are ignored. References [ 1 ] R. E. Tarjan and M. Yannakakis, Simple linear-time algorithms
to test chordality of graphs, test acyclicity of hypergraphs, and
selectively reduce acyclic hypergraphs, SIAM J. Comput., 13 (1984),
pp. 566–579. Examples >>> e = [ ... ( 1 , 2 ), ... ( 1 , 3 ), ... ( 2 , 3 ), ... ( 2 , 4 ), ... ( 3 , 4 ), ... ( 3 , 5 ), ... ( 3 , 6 ), ... ( 4 , 5 ), ... ( 4 , 6 ), ... ( 5 , 6 ), ... ] >>> G = nx . Graph ( e ) >>> nx . is_chordal ( G ) True",Checks whether G is a chordal graph.
full_join,networkx.algorithms.operators.binary.full_join,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.operators.binary.full_join.html,"full_join ( G , H , rename = (None, None) ) [source] # Returns the full join of graphs G and H. Full join is the union of G and H in which all edges between
G and H are added.
The node sets of G and H must be disjoint,
otherwise an exception is raised. Parameters : G, H graph A NetworkX graph rename tuple , default=(None, None) Node names of G and H can be changed by specifying the tuple
rename=(‘G-‘,’H-’) (for example).  Node “u” in G is then renamed
“G-u” and “v” in H is renamed “H-v”. Returns : U The full join graph with the same type as G. See also union disjoint_union Notes It is recommended that G and H be either both directed or both undirected. If G is directed, then edges from G to H are added as well as from H to G. Note that full_join() does not produce parallel edges for MultiGraphs. The full join operation of graphs G and H is the same as getting
their complement, performing a disjoint union, and finally getting
the complement of the resulting graph. Graph, edge, and node attributes are propagated from G and H
to the union graph.  If a graph attribute is present in both
G and H the value from H is used. Examples >>> from pprint import pprint >>> G = nx . Graph ([( 0 , 1 ), ( 0 , 2 )]) >>> H = nx . Graph ([( 3 , 4 )]) >>> R = nx . full_join ( G , H , rename = ( ""G"" , ""H"" )) >>> R . nodes NodeView(('G0', 'G1', 'G2', 'H3', 'H4')) >>> edgelist = list ( R . edges ) >>> pprint ( edgelist ) [('G0', 'G1'), ('G0', 'G2'), ('G0', 'H3'), ('G0', 'H4'), ('G1', 'H3'), ('G1', 'H4'), ('G2', 'H3'), ('G2', 'H4'), ('H3', 'H4')] ---- Additional backends implement this function graphblas : OpenMP-enabled sparse linear algebra backend.",Returns the full join of graphs G and H.
is_aperiodic,networkx.algorithms.dag.is_aperiodic,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.dag.is_aperiodic.html,"is_aperiodic ( G ) [source] # Returns True if G is aperiodic. A strongly connected directed graph is aperiodic if there is no integer k > 1 that divides the length of every cycle in the graph. This function requires the graph G to be strongly connected and will raise
an error if it’s not. For graphs that are not strongly connected, you should
first identify their strongly connected components
(using strongly_connected_components() )
or attracting components
(using attracting_components() ),
and then apply this function to those individual components. Parameters : G NetworkX DiGraph A directed graph Returns : bool True if the graph is aperiodic False otherwise Raises : NetworkXError If G is not directed NetworkXError If G is not strongly connected NetworkXPointlessConcept If G has no nodes Notes This uses the method outlined in [1] , which runs in \(O(m)\) time
given \(m\) edges in G . References [ 1 ] ( 1 , 2 ) Jarvis, J. P.; Shier, D. R. (1996),
“Graph-theoretic analysis of finite Markov chains,”
in Shier, D. R.; Wallenius, K. T., Applied Mathematical Modeling:
A Multidisciplinary Approach, CRC Press. Examples A graph consisting of one cycle, the length of which is 2. Therefore k = 2 divides the length of every cycle in the graph and thus the graph
is not aperiodic : >>> DG = nx . DiGraph ([( 1 , 2 ), ( 2 , 1 )]) >>> nx . is_aperiodic ( DG ) False A graph consisting of two cycles: one of length 2 and the other of length 3.
The cycle lengths are coprime, so there is no single value of k where k > 1 that divides each cycle length and therefore the graph is aperiodic : >>> DG = nx . DiGraph ([( 1 , 2 ), ( 2 , 3 ), ( 3 , 1 ), ( 1 , 4 ), ( 4 , 1 )]) >>> nx . is_aperiodic ( DG ) True A graph created from cycles of the same length can still be aperiodic since
the cycles can overlap and form new cycles of different lengths. For example,
the following graph contains a cycle [4, 2, 3, 1] of length 4, which is coprime
with the explicitly added cycles of length 3, so the graph is aperiodic: >>> DG = nx . DiGraph () >>> nx . add_cycle ( DG , [ 1 , 2 , 3 ]) >>> nx . add_cycle ( DG , [ 2 , 1 , 4 ]) >>> nx . is_aperiodic ( DG ) True A single-node graph’s aperiodicity depends on whether it has a self-loop:
it is aperiodic if a self-loop exists, and periodic otherwise: >>> G = nx . DiGraph () >>> G . add_node ( 1 ) >>> nx . is_aperiodic ( G ) False >>> G . add_edge ( 1 , 1 ) >>> nx . is_aperiodic ( G ) True A Markov chain can be modeled as a directed graph, with nodes representing
states and edges representing transitions with non-zero probability.
Aperiodicity is typically considered for irreducible Markov chains,
which are those that are strongly connected as graphs. The following Markov chain is irreducible and aperiodic, and thus
ergodic. It is guaranteed to have a unique stationary distribution: >>> G = nx . DiGraph () >>> nx . add_cycle ( G , [ 1 , 2 , 3 , 4 ]) >>> G . add_edge ( 1 , 3 ) >>> nx . is_aperiodic ( G ) True Reducible Markov chains can sometimes have a unique stationary distribution.
This occurs if the chain has exactly one closed communicating class and
that class itself is aperiodic (see [1] ). You can use attracting_components() to find these closed communicating classes: >>> G = nx . DiGraph ([( 1 , 3 ), ( 2 , 3 )]) >>> nx . add_cycle ( G , [ 3 , 4 , 5 , 6 ]) >>> nx . add_cycle ( G , [ 3 , 5 , 6 ]) >>> communicating_classes = list ( nx . strongly_connected_components ( G )) >>> len ( communicating_classes ) 3 >>> closed_communicating_classes = list ( nx . attracting_components ( G )) >>> len ( closed_communicating_classes ) 1 >>> nx . is_aperiodic ( G . subgraph ( closed_communicating_classes [ 0 ])) True",Returns True if G is aperiodic.
